"","X.3","X.2","X.1","X","org","start","movein","address","status","area","type","residences","women","men","ownership","members","residents","visitprocess","newMember","decisions","leader","leadergroup","fees","income_sharing","labor_req","member_debt","food_current","food_planned","food_local","meals_shared","meals_restrictions","meals_practices","alcohol","tobacco","religion","education","healthcare","source","lon","lat","geoAddress","no_meal_restrictions","vegan","vegetarian","organic","omnivorous","no_gmo","no_restrictions","raw","paleo","opportunivore","kosher"
"920",920,920,920,920,"Wahat al-Salam ~ Neve Shalom (Oasis of Peace)",1970,"1977","Wahat al-Salam ~ Neve Shalom Wahat al-Salam ~ Neve Shalom (Oasis of Peace), 9976100 Israel ","Established","50 acres","Unspecified, or Other",56,"50%","50%","The entire community membership",250,"Non-member Residents: 30","Visitor Process: Individual visitors should contact the public relations office ([email protected] ).
Group visitors should contact the group visits coordinator ([email protected]).
Those wishing to stay at the guest house should contact the guest house directly ([email protected] org).
","Yes","Decision Making: By a board, council, group of elders, or leadership group","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","No Info","No Info","0%, or close to 0%","0%, or close to 0%","Almost All, around 90%","Rarely","No – people may eat however they wish.","Omnivorous ","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used occasionally.","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices)","Education Style(s): Private Schooling at the Community","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/wahat-al-salam-neve-shalom-oasis-of-peace/",34.978335,31.817427,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"921",921,921,921,921,"Walden Farm",2016,"2016","Box 633 Osler, Saskatchewan, S0K 3A0 Canada ","Forming","No Info","Ecovillage, Cohousing, Unspecified, or Other",0,"No Info","No Info","No Info",1,"No Info","Visitor Process: At this point the community is not physically formed. If you have any interest in Walden Farm, then discussion is the first step.
","Yes","Decision Making: Voting (majority or super-majority rule)","Identified Leader: No","No Info","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 0","Open to members with existing debt: Yes","No Info","No Info","No Info","No Info","No – people may eat however they wish.","Omnivorous ","No Info","No Info","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices), Eclectic (integrates multiple religious or spiritual beliefs), Not a particularly spiritual or religious community, Christian, Buddhist, Jewish, Muslim, Hindu, Wiccan, Protestant, Lutheran, Catholic, Emissaries, Quaker, Sufi, Native American, Hutterian Brethren, Unitarian Universalist, Paganism or Earth Religions, Mixed Eastern Philosophy or Practice, Hare Krishna, Rainbow Family, Ananda Community, Bahai, Atheist, Agnostic, Humanist","Education Style(s): Home Schooling, Private Schooling at the Community, Private School off the property, Public Schooling, Up to each family or individual","No Info","https://www.ic.org/directory/walden-farm/",-106.5361785,52.3674367,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"922",922,922,922,922,"Walden Somogy",2013,"2014","1955 Csokonyavisonta,  Hungary ","Forming","10 acres","Commune ",2,"No Info","No Info","Another form of Non-profit",1,"No Info","Visitor Process: contact via email
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","No Info","Dues, Fees, or Shared Expenses: Yes","Shared Income: 100%","Required Labor Contribution per Week: 0","Open to members with existing debt: Yes","From 50-75%","Almost All, up to 90%","Almost All~ up to 90%","Approximately all meals","Very important – we all share a common diet.","Local ","Alcohol Use: Yes, used seldomly, or ceremoniously.","Tobacco Use: Yes, used seldomly, or ceremoniously.","No Info","No Info","No Info","https://www.ic.org/directory/walden-somogy/",17.4448944,46.0787472,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"923",923,923,923,923,"Walker Creek Community",1975,"1975","The Abbey at Walker Creek Mount Vernon, Washington, 98274-8148 United States ","Established","20 acres","No Info",42,"41-49%","51-60%","Other",10,"Non-member Residents: 4","Visitor Process: We are more generally available on Sundays. Email if you are interested and we’ll try to set up a time. We often have work parties. You are welcome to join if you want to get to know people better!
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: Members have completely independent finances","Required Labor Contribution per Week: 0","No Info","Up to 25%","No Info","No Info","1-3 times per month","Not at all important – people may eat however they individually choose.","Omnivorous ","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used seldomly, or ceremoniously.","Common Spiritual Practice(s): Eclectic (integrates pieces from many religions)","Education Style(s): Home Schooling, Private School off the property, Public Schooling","No Info","https://www.ic.org/directory/walker-creek-community/",-122.503839,48.7196705,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"924",924,924,924,924,"Walnut Commons",2010,"2014","Walnut Commons 190 Walnut Avenue Santa Cruz, California, 95060 United States ","Established","0.3 acres","Cohousing ",17,"51-60%","31-40%","No Info",30,"Non-member Residents: 4","Visitor Process: We are only open to visitors when we have a unit for sale or rent. Contact is preferred by email.
","Waiting List","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 1","Open to members with existing debt: Yes","0%, or close to 0%","Up to 25%","From 50-75%","2-5 times per week","Not at all important – people may eat however they individually choose.","Omnivorous ","Alcohol Use: Yes, used occasionally.","Tobacco Use: No~ this community does not permit tobacco use.","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices), Eclectic (integrates multiple religious or spiritual beliefs), Not a particularly spiritual or religious Community, Christian, Buddhist, Jewish, Quaker","Education Style(s): Private School off the property, Public Schooling, Up to each family or individual","No Info","https://www.ic.org/directory/walnut-commons/",-122.0282067,36.9732086,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"925",925,925,925,925,"Walnut House Cooperative",1981,"1981","1740 Walnut St Berkeley, California, 94709-1773 United States ","Established","No Info","Unspecified, or Other",22,"50%","50%","The Community",25,"No Info","Visitor Process: Phone or email us. Visitors are rare, as we don’t often have openings. Please request a visit only if you believe your visit will help the greater intentional community community.
When we have openings, visitors are fit into “open house” and interview formats.
","No","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: Yes","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 1","Open to members with existing debt: Yes","0%, or close to 0%","0%, or close to 0%","No Info","Rarely","No – people may eat however they wish.","No Info","No Info","No Info","No Info","No Info","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/walnut-house-cooperative/",-122.2680029,37.8759002,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"926",926,926,926,926,"Walnut Street Co-op",2000,"2000","1680 Walnut St Eugene, Oregon, 97403-2062 United States ","Established","0.2 acres","Shared Housing, Cohouseholding, or Coliving ",67,"61-70%","21-30%","our Walnut St. Co-op Corporation",9,"Non-member Residents: 0","Visitor Process: Phone or email us ahead of time. First visit usually consists of joining us for dinner and a tour.
","Waiting List","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","No Info","Open to members with existing debt: Yes","Up to 25%","Up to 25%","Between 26-49%","2-5 times per week","No – people may eat however they wish.","Omnivorous, Paleo, Local, Organic, GMO Free, Mostly Vegetarian, Mostly Vegan, Opportunivore, Raw or Mostly Raw, Dairy-Free, Gluten-Free, we have had all kinds of dietary preferences here, and try to accommodate at every dinner We have separate veg and meat kitchens","Alcohol Use: Yes, used often.","Tobacco Use: Yes, used occasionally.","Common Spiritual Practice(s): Not a particularly spiritual or religious Community","Education Style(s): Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/walnut-street-co-op/",-123.0618325,44.0413199,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"927",927,927,927,927,"Wasatch Commons",1994,"1998","1411 S Utah St Salt Lake City, Utah, 84104  United States ","Established","4.3 acres","Cohousing ",28,"51-60%","31-40%","The Community",50,"No Info","Visitor Process: We sometimes allow visitors. Please contact Vicky or Hans to make arrangements, the sooner the better. We request a donation or a minimum of $20 or-whatever you think. Please clean up and put laundry in the machine before leaving. We look forward to meeting you.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 0","Open to members with existing debt: Yes","Up to 25%","From 50-75%","Up to 25%","About once a week","No – people may eat however they wish.","Omnivorous ","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used occasionally.","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices), Eclectic (integrates multiple religious or spiritual beliefs), Not a particularly spiritual or religious community","Education Style(s): Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/wasatch-commons/",-111.9356212,40.7384953,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"928",928,928,928,928,"Washington Commons",2016,"2021","4th & G Streets West Sacramento, California, 95605 United States ","Forming","0.56 acres","Cohousing ",0,"No Info","No Info","Condominium ownership.",14,"No Info","Visitor Process: Visit our website: htpp//www.Washington-Commons.org
","Yes","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: Yes, multiple identified leaders","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","No Info","Open to members with existing debt: Yes (some debt)","0%, or close to 0%","0%, or close to 0%","Up to 25%","2-5 times per week","No – people may eat however they wish.","No Info","Alcohol Use: Yes, used occasionally.","No Info","No Info","No Info","No Info","https://www.ic.org/directory/renaissance-village-homes/",-95.1253759,37.1666876,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"929",929,929,929,929,"Washington Village",2006,"2013","1215 Cedar Ave – #100 Boulder, Colorado, 80304 United States ","Established","3 acres","Cohousing ",20,"51-60%","41-49%","Current Owners and the Developer, Wonderland Hill Development Corporation",27,"No Info","Visitor Process: Currently, we are open to visitors who are seriously interested in purchasing a unit in the community. Please call Kathy Icenogle to make arrangements to tour the property, to meet some of our members, and better understand the development.
","Yes","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","No Info","No Info","0%, or close to 0%","0%, or close to 0%","No Info","1-3 times per month","No – people may eat however they wish.","No Info","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used seldomly, or ceremoniously.","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices)","Education Style(s): Private School off the property, Public Schooling, Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/washington-village/",-122.1808501,48.0617207,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"930",930,930,930,930,"Waterloo Region Cohousing Ecovillage",2006,"2018","309 Duke Street East Kitchener, Ontario, N2H1B6 Canada ","Forming","No Info","Cohousing ",0,"No Info","No Info","The entire community membership",20,"No Info","Visitor Process: We welcome people to talk and discuss this project with us and “try a meeting on for size”.
","Yes","Decision Making: Sociocracy","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 0","No Info","No Info","No Info","No Info","About once a week","No Info","No Info","No Info","No Info","No Info","No Info","No Info","https://www.ic.org/directory/waterloo-region-cohousing/",-80.4786458,43.4463568,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"931",931,931,931,931,"Wave",2012,"2012","2579 Burton Road Durham, North Carolina, 27704 United States ","Forming","2 acres","Shared Housing, Cohouseholding, or Coliving ",2,"No Info","No Info","Individual community member(s)",3,"No Info","Visitor Process: Contact us @ the “email this community” button at the top of the page.
","Yes","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: No","Shared Income: None","No Info","No Info","Up to 25%","100%","Up to 25%","1-3 times per month","No – people may eat however they wish.","No Info","Alcohol Use: Yes, used occasionally.","Tobacco Use: No, this community does not permit tobacco use.","No Info","No Info","No Info","https://www.ic.org/directory/wave-house/",-78.8126244,36.0273883,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"932",932,932,932,932,"We’Moon Land",1973,"1973","PO Box 1636 Estacada, Oregon, 97023-1395 United States ","Established","52 acres","Ecovillage ",58,"100%","0%","Individual community member(s)",6,"No Info","Visitor Process: Please email.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 0","No Info","No Info","No Info","No Info","1-3 times per month","No – people may eat however they wish.","Mostly Vegetarian","Alcohol Use: Yes, used seldomly, or ceremoniously.","Tobacco Use: Yes, used seldomly, or ceremoniously.","No Info","No Info","No Info","https://www.ic.org/directory/wemoon-land/",-122.3365468,45.2890542,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"933",933,933,933,933,"Western ME Homestead/Prepper Group",2008,"2016","00001 Franklin County, Maine, 04982 United States ","Forming","100 acres","Cohousing ",0,"No Info","No Info","Individual community member(s)",1,"No Info","Visitor Process: email me, we’ll chat maybe speak on the phone
","Yes","Decision Making: By an individual community leader","Identified Leader: Yes","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 0","Open to members with existing debt: Yes","Up to 25%","100%","No Info","No Info","No Info","Omnivorous ","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used occasionally.","No Info","No Info","No Info","https://www.ic.org/directory/me-homesteadprepper-group-2/",-70.1521897,44.6698203,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"934",934,934,934,934,"White Pine Cohousing Community",2007,"2009","138 White Rock Drive #1 Montpelier, Vermont, 05602 United States ","Established","41 acres","Cohousing ",55,"No Info","No Info","The entire community membership",10,"Non-member Residents: 1","Visitor Process: To visit our community contact one of the residents by phone, email or letter. Ellen Seeger at 802-229-2521 or [email protected] or Carolyn Shapiro at 802-229-5676.
","Yes","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 0","No Info","Up to 25%","No Info","No Info","1-3 times per month","No – people may eat however they wish.","Omnivorous, Organic, GMO Free, Gluten-Free","No Info","No Info","No Info","Education Style(s): Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/white-pine-cohousing-community/",-72.560282,44.299729,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"935",935,935,935,935,"White Rose Catholic Worker Farm",2008,"2009","31167 Ferrier Lane La Plata, Missouri, 63549 United States ","Established","30 acres","Commune, Ecovillage, Spiritual or Religious Community",0,"No Info","No Info","No Info",4,"No Info","Visitor Process: Rarely ever on email, so please call or write if you are interested in coming. An easy Amtrak train trip from Chicago or KC. Open for short- or long-term visits all year. Open for new or experienced community-goers who are excited about experiencing what it takes to get a farm off the ground. We love teaching and learning! Tent camping available. Indoor space might be available depending on room availability. We’d love to answer any questions and work out the details of a visit! Also someone who likes playing with kids is a plus!
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","No Info","Dues, Fees, or Shared Expenses: No","Shared Income: All or close to all","Required Labor Contribution per Week: 0","No Info","Up to 25%","No Info","Almost All, around 90%","Approximately all meals","No Info","No Info","Alcohol Use: Yes, used seldomly, or ceremoniously.","No Info","No Info","No Info","No Info","https://www.ic.org/directory/white-rose-catholic-worker-farm/",-92.4915779,40.0233687,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"936",936,936,936,936,"Whitehall Intentional Society, Inc.",1949,"1949","2500 Nueces St Austin, Texas, 78705-4522 United States ","Established","No Info","Shared Housing, Cohouseholding, or Coliving ",2,"41-49%","51-60%","The Community",14,"No Info","Visitor Process: We enjoy hosting visitors for a meal and are glad to give a tour. To visit Whitehall, contact us in advance by e-mail if possible.
","Yes","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: Yes, multiple identified leaders","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 5","Open to members with existing debt: Yes","0%, or close to 0%","No Info","Up to 25%","2-5 times per week","Somewhat – there are some dietary restrictions or customs.","Mostly Vegetarian","Alcohol Use: Yes, used occasionally.","No Info","Common Spiritual Practice(s): Not a particularly spiritual or religious community","No Info","No Info","https://www.ic.org/directory/whitehall-intentional-society-inc/",-97.7433466,30.2893954,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"937",937,937,937,937,"Whole Health Foundation",1972,"1972","1760 Lake Dr Cardiff by the Sea, California, 92007-1141 United States ","Established","0.2 acres","Shared Housing, Cohouseholding, or Coliving ",2,"21-30%","71-80%","Individual community member(s)",12,"No Info","Visitor Process: Call to make an appointment and describe your intentions. Only potential residents are permitted to visit. Casual visitors or sight seeing is discouraged.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: Yes","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 0","No Info","Up to 25%","Between 26-49%","100%","1-3 times per month","No – people may eat however they wish.","Mostly Vegetarian","Alcohol Use: Yes, used occasionally.","Tobacco Use: No, this community does not permit tobacco use.","No Info","Education Style(s): Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/whole-health-foundation/",-117.2666885,33.0255562,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"938",938,938,938,938,"Whole Village Ecovillage",1995,"1996","20725 Shaws Creek Rd Caledon, Ontario, L7K 1L7 Canada ","Established","191 acres","Ecovillage ",18,"51-60%","41-49%","The Community",26,"Non-member Residents: 2","Visitor Process: Please call or email at least one week in advance of your intended visit. No pets please.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 0","No Info","No Info","No Info","No Info","2-5 times per week","No Info","Omnivorous, Paleo, Organic, GMO Free, Vegan Only, Opportunivore ","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used seldomly, or ceremoniously.","Common Spiritual Practice(s): Jewish, Sufi, Unitarian Universalist","Education Style(s): Home Schooling, Public Schooling","No Info","https://www.ic.org/directory/whole-village/",-80.1067185,43.8606922,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"939",939,939,939,939,"WILA Farms",1995,"1995","7540 Co Rd 422 Orr, Minnesota, 55771 United States ","Established","No Info","Ecovillage ",32,"0%","0%","Individual community member(s)",3,"No Info","Visitor Process: Just call or test in advance as much as possible
","Yes","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: Yes, multiple identified leaders","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: No","Shared Income: Partial share of income","Required Labor Contribution per Week: 5","Open to members with existing debt: Yes (some debt)","Almost All, around 90%","Almost All, around 90%","Up to 25%","2-5 times per week","Yes – we all share a common diet.","Omnivorous, Paleo, Local, Organic, Gluten-Free","Alcohol Use: No, this community does not permit alcohol use.","Tobacco Use: No, this community does not permit tobacco use.","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices)","Education Style(s): Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/wila-farms/",-92.4805711,47.9654736,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"940",940,940,940,940,"Wild Abode Living",2014,"0","Wild Abode Ct. Toutle, Washington,  United States ","Forming","20 acres","Commune, Ecovillage ",0,"No Info","No Info","Individual community member(s)",2,"Non-member Residents: 0","Visitor Process: send an email with your dates of interest and introduce yourself.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","No Info","Dues, Fees, or Shared Expenses: No","Shared Income: None","No Info","No Info","Up to 25%","100%","From 50-75%","Approximately all dinners","No – people may eat however they wish.","No Info","Alcohol Use: Yes, used seldomly, or ceremoniously.","Tobacco Use: Yes, used seldomly, or ceremoniously.","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices), Eclectic (integrates multiple religious or spiritual beliefs)","No Info","No Info","https://www.ic.org/directory/life-practice-natural-farming-and-living-directly-closely-with-the-earth/",-73.087749,41.6032207,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"941",941,941,941,941,"Wild Sage Cohousing",2000,"2004","1650 Zamia Ave. Boulder, Colorado, 80304 United States ","Established","1.6 acres","Cohousing ",37,"No Info","No Info","The Community",60,"No Info","Visitor Process: Contact by email.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 0","No Info","0%, or close to 0%","No Info","No Info","2-5 times per week","No Info","Omnivorous ","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used seldomly, or ceremoniously.","No Info","No Info","No Info","https://www.ic.org/directory/wild-sage-cohousing/",-105.2766997,40.0607204,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"942",942,942,942,942,"Wilderland",1964,"1964","Comers Road Coroglen, Whitianga,  New Zealand ","Established","64 hectares","Ecovillage, Unspecified, or Other",4,"31-40%","51-60%","Trust",15,"No Info","Visitor Process: check out Wilderland.org.nz/visit/
","Yes","Decision Making: Anarchy","Identified Leader: Yes, multiple identified leaders","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: No","Shared Income: None","Required Labor Contribution per Week: 0","Open to members with existing debt: Yes","From 50-75%","Almost All, around 90%","From 50-75%","Approximately all dinners","No – people may eat however they wish.","Local, Organic, GMO Free, Mostly Vegetarian","Alcohol Use: Yes, used seldomly, or ceremoniously.","Tobacco Use: Yes, used seldomly, or ceremoniously.","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices), Not a particularly spiritual or religious community","Education Style(s): Public Schooling","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/wilderland/",175.6796154,-36.8931597,NA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"943",943,943,943,943,"Wildflower Ecovillage",2011,"No Info","Hunt County, Texas,  United States ","Forming","No Info","Ecovillage, Cohousing ",0,"No Info","No Info","Other",NA,"No Info","Visitor Process: See http://facebook.com/dfwecovillage for event and meeting schedule.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: No","Shared Income: Members have completely independent finances","Required Labor Contribution per Week: 0","No Info","From 50-75%","No Info","No Info","2-5 times per week","Not at all important – people may eat however they individually choose.","Other","Alcohol Use: Yes, used occasionally.","Tobacco Use: No~ this community does not permit tobacco use.","No Info","Education Style(s): Up to each individual","No Info","https://www.ic.org/directory/wildflower-ecovillage/",-96.1526985,33.1967938,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"944",944,944,944,944,"Willow Haven Community",2015,"2015","#1 Unknown Yet Ln. Springfield, Alabama, 65810 United States ","Forming","15 acres","Ecovillage, Transition Town or Eco-Neighborhood ",1,"41-49%","51-60%","Individual community member(s)",7,"Non-member Residents: 0","Visitor Process: Please contact us through email or visit during the scheduled classes or festivals.
","Yes","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: Yes","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 20","Open to members with existing debt: Yes","Up to 25%","100%","Almost All, around 90%","2-5 times per week","No – people may eat however they wish.","Omnivorous, Local, Organic, GMO Free, Mostly Vegetarian, Mostly Vegan","Alcohol Use: Yes, used often.","Tobacco Use: Yes, used often.","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices), Eclectic (integrates multiple religious or spiritual beliefs), Not a particularly spiritual or religious community, Wiccan, Quaker, Unitarian Universalist, Paganism or Earth Religions","Education Style(s): Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/willow-haven-community/",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"945",945,945,945,945,"Wind Spirit Community",1993,"1995","4514 E. Dripping Springs Rd. Winkelman, Arizona, 85192 United States ","Established","16 acres","Commune, Ecovillage ",67,"50%","50%","The entire community membership",7,"Non-member Residents: 6","Visitor Process: Look over our website to see if you are compatible with our vision. Contact one of the members listed on the site vie email or letter and then call for a brief interview.
","Yes","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 10","Open to members with existing debt: Yes","Up to 25%","From 50-75%","Up to 25%","2-5 times per week","No – people may eat however they wish.","Omnivorous, Local, Organic, GMO Free, Mostly Vegetarian","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used occasionally.","Common Spiritual Practice(s): Eclectic (integrates multiple religious or spiritual beliefs)","Education Style(s): Home Schooling, Public Schooling","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/windspirit-community/",-110.8353805,33.1468357,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"946",946,946,946,946,"Windhorse IMH",1993,"No Info","211 North Street Suite 1 Northampton, Massachusetts, 01060 United States ","Established","No Info","Unspecified, or Other",0,"No Info","No Info","No Info",35,"No Info","No Info","Yes","Decision Making: By a board, council, group of elders, or leadership group","Identified Leader: Yes","No Info","Dues, Fees, or Shared Expenses: No","Shared Income: None","Required Labor Contribution per Week: 0","No Info","No Info","No Info","No Info","No Info","No Info","No Info","No Info","No Info","No Info","No Info","No Info","https://www.ic.org/directory/windhorse-imh/",-72.6271747,42.3292914,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
